"","pmcid","intervention","comparator","outcome","outcome_type","is_data_in_figure_graphics","field","gold","from_gold","pred","from_pred","category"
"169",3504298,"Word-based attentional bias modification","Placebo","Depressive symptoms","continuous",FALSE,"comparator_mean",NA,TRUE,3.8,TRUE,"FP"
"170",3504298,"Word-based attentional bias modification","Placebo","Depressive symptoms","continuous",FALSE,"comparator_standard_deviation",NA,TRUE,4,TRUE,"FP"
"171",3504298,"Word-based attentional bias modification","Placebo","Depressive symptoms","continuous",FALSE,"intervention_mean",NA,TRUE,6.3,TRUE,"FP"
"172",3504298,"Word-based attentional bias modification","Placebo","Depressive symptoms","continuous",FALSE,"intervention_standard_deviation",NA,TRUE,5.4,TRUE,"FP"
"173",3504298,"Word-based attentional bias modification","Placebo","Difference of cortisol on waking and the highest level of following samples","continuous",TRUE,"comparator_group_size",15,TRUE,NA,TRUE,"FN"
"174",3504298,"Word-based attentional bias modification","Placebo","Difference of cortisol on waking and the highest level of following samples","continuous",TRUE,"intervention_group_size",16,TRUE,NA,TRUE,"FN"
"175",3508963,"Intravenous lidocaine","Intravenous morphine","Baseline characteristics - history of first stone","binary",FALSE,"intervention_group_size",120,TRUE,119,TRUE,"FN"
"176",3508963,"Intravenous lidocaine","Intravenous morphine","Baseline characteristics - history of reurrent stone","binary",FALSE,"intervention_group_size",120,TRUE,119,TRUE,"FN"
"177",3510731,"received the debriefing information in the body of an email with links to protocol and results pages;","received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.","Median time in seconds (interquartile range) - Protocol link","continuous",FALSE,"comparator_group_size",5892,TRUE,NA,TRUE,"FN"
"178",3510731,"received the debriefing information in the body of an email with links to protocol and results pages;","received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.","Median time in seconds (interquartile range) - Protocol link","continuous",FALSE,"intervention_group_size",6051,TRUE,NA,TRUE,"FN"
"179",3510731,"received the debriefing information in the body of an email with links to protocol and results pages;","received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.","Median time in seconds (interquartile range) - Results link","continuous",FALSE,"comparator_group_size",5892,TRUE,NA,TRUE,"FN"
"180",3510731,"received the debriefing information in the body of an email with links to protocol and results pages;","received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.","Median time in seconds (interquartile range) - Results link","continuous",FALSE,"intervention_group_size",6051,TRUE,NA,TRUE,"FN"
"181",3546023,"200 mg/day palmvitee nonsmokers","baseline","The percentage of B cells","continuous",FALSE,"comparator_mean",13.72,TRUE,11.97,TRUE,"FN"
"182",3546023,"200 mg/day palmvitee nonsmokers","baseline","The percentage of B cells","continuous",FALSE,"comparator_standard_deviation",4.53,TRUE,4,TRUE,"FN"
"183",3546023,"200 mg/day palmvitee nonsmokers","baseline","The percentage of B cells","continuous",FALSE,"intervention_mean",11.97,TRUE,13.72,TRUE,"FN"
"184",3546023,"200 mg/day palmvitee nonsmokers","baseline","The percentage of B cells","continuous",FALSE,"intervention_standard_deviation",4,TRUE,4.53,TRUE,"FN"
"185",3546023,"200 mg/day palmvitee smokers","baseline","The percentage of B cells","continuous",FALSE,"comparator_mean",14.4,TRUE,14.06,TRUE,"FN"
"186",3546023,"200 mg/day palmvitee smokers","baseline","The percentage of B cells","continuous",FALSE,"comparator_standard_deviation",4.03,TRUE,3.81,TRUE,"FN"
"187",3546023,"200 mg/day palmvitee smokers","baseline","The percentage of B cells","continuous",FALSE,"intervention_mean",14.06,TRUE,14.4,TRUE,"FN"
"188",3546023,"200 mg/day palmvitee smokers","baseline","The percentage of B cells","continuous",FALSE,"intervention_standard_deviation",3.81,TRUE,4.03,TRUE,"FN"
"189",3577738,"website with social presence elements.","website without social presence elements.","active trust","continuous",FALSE,"comparator_group_size",227,TRUE,NA,TRUE,"FN"
"190",3577738,"website with social presence elements.","website without social presence elements.","active trust","continuous",FALSE,"intervention_group_size",231,TRUE,NA,TRUE,"FN"
"191",3577738,"website with social presence elements.","website without social presence elements.","effectiveness","continuous",FALSE,"comparator_group_size",227,TRUE,NA,TRUE,"FN"
"192",3577738,"website with social presence elements.","website without social presence elements.","effectiveness","continuous",FALSE,"intervention_group_size",231,TRUE,NA,TRUE,"FN"
"193",3577738,"website with social presence elements.","website without social presence elements.","efficiency","continuous",FALSE,"comparator_group_size",227,TRUE,NA,TRUE,"FN"
"194",3577738,"website with social presence elements.","website without social presence elements.","efficiency","continuous",FALSE,"intervention_group_size",231,TRUE,NA,TRUE,"FN"
"195",3577738,"website with social presence elements.","website without social presence elements.","enjoyment","continuous",FALSE,"comparator_group_size",227,TRUE,NA,TRUE,"FN"
"196",3577738,"website with social presence elements.","website without social presence elements.","enjoyment","continuous",FALSE,"intervention_group_size",231,TRUE,NA,TRUE,"FN"
"197",3577738,"website with social presence elements.","website without social presence elements.","focused on the social presence elements in terms of duration","continuous",FALSE,"comparator_group_size",227,TRUE,NA,TRUE,"FN"
"198",3577738,"website with social presence elements.","website without social presence elements.","focused on the social presence elements in terms of duration","continuous",FALSE,"intervention_group_size",231,TRUE,NA,TRUE,"FN"
"199",3577738,"website with social presence elements.","website without social presence elements.","focused on the social presence elements in terms of frequency","continuous",FALSE,"comparator_group_size",227,TRUE,NA,TRUE,"FN"
"200",3577738,"website with social presence elements.","website without social presence elements.","focused on the social presence elements in terms of frequency","continuous",FALSE,"intervention_group_size",231,TRUE,NA,TRUE,"FN"
"201",3577738,"website with social presence elements.","website without social presence elements.","interest","continuous",FALSE,"comparator_group_size",227,TRUE,NA,TRUE,"FN"
"202",3577738,"website with social presence elements.","website without social presence elements.","interest","continuous",FALSE,"intervention_group_size",231,TRUE,NA,TRUE,"FN"
"203",3687098,"sitagliptin 100 mg/day","comparator agent","The incidence of the composite endpoint of rash","binary",FALSE,"comparator_events",76,TRUE,NA,TRUE,"FN"
"204",3687098,"sitagliptin 100 mg/day","comparator agent","The incidence of the composite endpoint of rash","binary",FALSE,"intervention_events",131,TRUE,NA,TRUE,"FN"
"205",3687098,"sitagliptin 100 mg/day","comparator agent","The incidence rates of malignancy","binary",FALSE,"comparator_events",6403,TRUE,NA,TRUE,"FN"
"206",3687098,"sitagliptin 100 mg/day","comparator agent","The incidence rates of malignancy","binary",FALSE,"intervention_events",6953,TRUE,NA,TRUE,"FN"
"207",3687098,"sitagliptin 100 mg/day","comparator agent","The incidence rates of pancreatitis","binary",FALSE,"comparator_events",689,TRUE,NA,TRUE,"FN"
"208",3687098,"sitagliptin 100 mg/day","comparator agent","The incidence rates of pancreatitis","binary",FALSE,"intervention_events",773,TRUE,NA,TRUE,"FN"
"209",3687098,"sitagliptin 100 mg/day","comparator agent","adverse event of constipation","binary",FALSE,"comparator_events",124,TRUE,NA,TRUE,"FN"
"210",3687098,"sitagliptin 100 mg/day","comparator agent","adverse event of constipation","binary",FALSE,"intervention_events",178,TRUE,NA,TRUE,"FN"
"211",3877023,"high-field horizontal open MR scanner","short-bore MR scanner","Scanning times","continuous",FALSE,"comparator_mean",20,TRUE,19.8,TRUE,"FN"
"212",3877023,"high-field horizontal open MR scanner","short-bore MR scanner","Scanning times","continuous",FALSE,"comparator_standard_deviation",9,TRUE,8.5,TRUE,"FN"
"213",3877023,"high-field horizontal open MR scanner","short-bore MR scanner","Scanning times","continuous",FALSE,"intervention_mean",32,TRUE,31.7,TRUE,"FN"
"214",3877023,"high-field horizontal open MR scanner","short-bore MR scanner","Scanning times","continuous",FALSE,"intervention_standard_deviation",22,TRUE,21.6,TRUE,"FN"
"215",3877023,"short-bore MR scanner","high-field horizontal open MR scanner","The mean signal-to-noise (SNR) values","continuous",FALSE,"comparator_group_size",48,TRUE,NA,TRUE,"FN"
"216",3877023,"short-bore MR scanner","high-field horizontal open MR scanner","The mean signal-to-noise (SNR) values","continuous",FALSE,"intervention_group_size",55,TRUE,NA,TRUE,"FN"
"217",3877023,"short-bore MR scanner","high-field horizontal open MR scanner","quantitative contour sharpness of the Cervicothoracic Spine","continuous",FALSE,"comparator_mean",1.43,TRUE,1.1,TRUE,"FN"
"218",3877023,"short-bore MR scanner","high-field horizontal open MR scanner","quantitative contour sharpness of the Cervicothoracic Spine","continuous",FALSE,"comparator_standard_deviation",0.48,TRUE,0.2,TRUE,"FN"
"219",3877023,"short-bore MR scanner","high-field horizontal open MR scanner","quantitative contour sharpness of the Cervicothoracic Spine","continuous",FALSE,"intervention_mean",0.95,TRUE,0.8,TRUE,"FN"
"220",3877023,"short-bore MR scanner","high-field horizontal open MR scanner","quantitative contour sharpness of the Cervicothoracic Spine","continuous",FALSE,"intervention_standard_deviation",0.24,TRUE,0.1,TRUE,"FN"
"221",3877023,"short-bore MR scanner","high-field horizontal open MR scanner","quantitative contour sharpness of the thoracolumbar spine","continuous",FALSE,"comparator_mean",1.32,TRUE,1.5,TRUE,"FN"
"222",3877023,"short-bore MR scanner","high-field horizontal open MR scanner","quantitative contour sharpness of the thoracolumbar spine","continuous",FALSE,"comparator_standard_deviation",0.51,TRUE,0.4,TRUE,"FN"
"223",3877023,"short-bore MR scanner","high-field horizontal open MR scanner","quantitative contour sharpness of the thoracolumbar spine","continuous",FALSE,"intervention_mean",0.83,TRUE,0.9,TRUE,"FN"
"224",3877023,"short-bore MR scanner","high-field horizontal open MR scanner","quantitative contour sharpness of the thoracolumbar spine","continuous",FALSE,"intervention_standard_deviation",0.22,TRUE,0.1,TRUE,"FN"
"225",4033571,"Extended-release oxcarbazepine 1200 mg","Control","Adverse effects","binary",FALSE,"comparator_group_size",122,TRUE,121,TRUE,"FN"
"226",4033571,"Extended-release oxcarbazepine 1200 mg","Control","Adverse effects","binary",FALSE,"intervention_group_size",123,TRUE,122,TRUE,"FN"
"227",4033571,"Extended-release oxcarbazepine 1200 mg","Control","Overall seizure median percent reduction","continuous",FALSE,"intervention_mean",-38.3,TRUE,-38.2,TRUE,"FN"
"228",4132222,"application of a canola phenolic acid-based cream (CPA)","placebo","decrease in average lesion","continuous",FALSE,"comparator_group_size",15,TRUE,NA,TRUE,"FN"
"229",4132222,"application of a canola phenolic acid-based cream (CPA)","placebo","decrease in average lesion","continuous",FALSE,"comparator_mean",0,TRUE,NA,TRUE,"FN"
"230",4132222,"application of a canola phenolic acid-based cream (CPA)","placebo","decrease in average lesion","continuous",FALSE,"intervention_group_size",30,TRUE,NA,TRUE,"FN"
"231",4132222,"application of a canola phenolic acid-based cream (CPA)","placebo","decrease in average lesion","continuous",FALSE,"intervention_mean",-1.8,TRUE,NA,TRUE,"FN"
"232",4132222,"application of a canola phenolic acid-based cream (CPA)","placebo","higher prevalence of lesion scabbing, a sign of healing","continuous",FALSE,"comparator_group_size",15,TRUE,NA,TRUE,"FN"
"233",4132222,"application of a canola phenolic acid-based cream (CPA)","placebo","higher prevalence of lesion scabbing, a sign of healing","continuous",FALSE,"comparator_mean",NA,TRUE,1.3,TRUE,"FP"
"234",4132222,"application of a canola phenolic acid-based cream (CPA)","placebo","higher prevalence of lesion scabbing, a sign of healing","continuous",FALSE,"intervention_group_size",30,TRUE,NA,TRUE,"FN"
"235",4132222,"application of a canola phenolic acid-based cream (CPA)","placebo","higher prevalence of lesion scabbing, a sign of healing","continuous",FALSE,"intervention_mean",NA,TRUE,6.8,TRUE,"FP"
"236",4140238,"bepotastine besilate ophthalmic solution (BBOS) 1.5%","placebo","ocular itching for visit 3B at 7 min","continuous",FALSE,"comparator_group_size",70,TRUE,69,TRUE,"FN"
"237",4140238,"bepotastine besilate ophthalmic solution (BBOS) 1.5%","placebo","ocular itching for visit 3B at 7 min","continuous",FALSE,"intervention_group_size",70,TRUE,68,TRUE,"FN"
"238",4144850,"Total Sanitation Campaign","Control","Anemia","binary",FALSE,"comparator_group_size",1.922,TRUE,1922,TRUE,"FN"
"239",4144850,"Total Sanitation Campaign","Control","Anemia","binary",FALSE,"intervention_events",1.078,TRUE,1078,TRUE,"FN"
"240",4144850,"Total Sanitation Campaign","Control","Anemia","binary",FALSE,"intervention_group_size",1.919,TRUE,1919,TRUE,"FN"
"241",4144850,"Total Sanitation Campaign","Control","Independent household latrines number","binary",FALSE,"comparator_events",366,TRUE,367,TRUE,"FN"
"242",4144850,"Total Sanitation Campaign","Control","Independent household latrines number","binary",FALSE,"comparator_group_size",1.514,TRUE,1514,TRUE,"FN"
"243",4144850,"Total Sanitation Campaign","Control","Independent household latrines number","binary",FALSE,"intervention_group_size",1.525,TRUE,1525,TRUE,"FN"
"244",4144850,"Total Sanitation Campaign","Control","Open defecation - adult men","binary",FALSE,"comparator_group_size",1.514,TRUE,1514,TRUE,"FN"
"245",4144850,"Total Sanitation Campaign","Control","Open defecation - adult men","binary",FALSE,"intervention_group_size",1.525,TRUE,1525,TRUE,"FN"
"246",4144850,"Total Sanitation Campaign","Control","Open defecation - adult women","binary",FALSE,"comparator_group_size",1.514,TRUE,1514,TRUE,"FN"
"247",4144850,"Total Sanitation Campaign","Control","Open defecation - adult women","binary",FALSE,"intervention_group_size",1.525,TRUE,1525,TRUE,"FN"
"248",4144850,"Total Sanitation Campaign","Control","Open defecation - children","binary",FALSE,"comparator_group_size",1.514,TRUE,1514,TRUE,"FN"
"249",4144850,"Total Sanitation Campaign","Control","Open defecation - children","binary",FALSE,"intervention_events",1279,TRUE,1280,TRUE,"FN"
"250",4144850,"Total Sanitation Campaign","Control","Open defecation - children","binary",FALSE,"intervention_group_size",1.525,TRUE,1525,TRUE,"FN"
"251",4144850,"Total Sanitation Campaign","Control","Sanitation facility improvement","binary",FALSE,"comparator_group_size",1.512,TRUE,1512,TRUE,"FN"
"252",4144850,"Total Sanitation Campaign","Control","Sanitation facility improvement","binary",FALSE,"intervention_group_size",1.522,TRUE,1522,TRUE,"FN"
"253",4173437,"Tranexamic acid","Control","Coagulation profile","continuous",FALSE,"comparator_mean",NA,TRUE,13.9,TRUE,"FP"
"254",4173437,"Tranexamic acid","Control","Coagulation profile","continuous",FALSE,"comparator_standard_deviation",NA,TRUE,0.8,TRUE,"FP"
"255",4173437,"Tranexamic acid","Control","Coagulation profile","continuous",FALSE,"intervention_mean",NA,TRUE,14.1,TRUE,"FP"
"256",4173437,"Tranexamic acid","Control","Coagulation profile","continuous",FALSE,"intervention_standard_deviation",NA,TRUE,2.1,TRUE,"FP"
"257",4173437,"Tranexamic acid","Control","Crystalloid solution needed","continuous",FALSE,"comparator_group_size",30,TRUE,NA,TRUE,"FN"
"258",4173437,"Tranexamic acid","Control","Crystalloid solution needed","continuous",FALSE,"intervention_group_size",30,TRUE,NA,TRUE,"FN"
"259",4183415,"receive text message reminders about what advice to provide when dispensing artemether-lumefantrine (AL).","no text message","Completed treatment","continuous",FALSE,"comparator_group_size",37,TRUE,451,TRUE,"FN"
"260",4183415,"receive text message reminders about what advice to provide when dispensing artemether-lumefantrine (AL).","no text message","Completed treatment","continuous",FALSE,"intervention_group_size",40,TRUE,453,TRUE,"FN"
"261",4183415,"receive text message reminders about what advice to provide when dispensing artemether-lumefantrine (AL).","no text message","completion of each dose at the correct time","continuous",FALSE,"comparator_group_size",37,TRUE,451,TRUE,"FN"
"262",4183415,"receive text message reminders about what advice to provide when dispensing artemether-lumefantrine (AL).","no text message","completion of each dose at the correct time","continuous",FALSE,"intervention_group_size",40,TRUE,453,TRUE,"FN"
"263",4183415,"receive text message reminders about what advice to provide when dispensing artemether-lumefantrine (AL).","no text message","patient adherence","continuous",FALSE,"comparator_group_size",37,TRUE,NA,TRUE,"FN"
"264",4183415,"receive text message reminders about what advice to provide when dispensing artemether-lumefantrine (AL).","no text message","patient adherence","continuous",FALSE,"comparator_mean",69.8,TRUE,NA,TRUE,"FN"
"265",4183415,"receive text message reminders about what advice to provide when dispensing artemether-lumefantrine (AL).","no text message","patient adherence","continuous",FALSE,"comparator_standard_deviation",20.9,TRUE,NA,TRUE,"FN"
"266",4183415,"receive text message reminders about what advice to provide when dispensing artemether-lumefantrine (AL).","no text message","patient adherence","continuous",FALSE,"intervention_group_size",40,TRUE,NA,TRUE,"FN"
"267",4183415,"receive text message reminders about what advice to provide when dispensing artemether-lumefantrine (AL).","no text message","patient adherence","continuous",FALSE,"intervention_mean",68.3,TRUE,NA,TRUE,"FN"
"268",4183415,"receive text message reminders about what advice to provide when dispensing artemether-lumefantrine (AL).","no text message","patient adherence","continuous",FALSE,"intervention_standard_deviation",23.4,TRUE,NA,TRUE,"FN"
"269",4188762,"remifentanil","lidocaine","mean blood pressure","continuous",TRUE,"comparator_mean",92,TRUE,NA,TRUE,"FN"
"270",4188762,"remifentanil","lidocaine","mean blood pressure","continuous",TRUE,"intervention_mean",77,TRUE,NA,TRUE,"FN"
"271",4188762,"remifentanil","normal saline","mean blood pressure","continuous",TRUE,"comparator_mean",96,TRUE,NA,TRUE,"FN"
"272",4188762,"remifentanil","normal saline","mean blood pressure","continuous",TRUE,"intervention_mean",77,TRUE,NA,TRUE,"FN"
"273",4188762,"remifentanil","normal saline, lidocaine, or ketamine","mean blood pressure","continuous",TRUE,"comparator_group_size",30,TRUE,NA,TRUE,"FN"
"274",4188762,"remifentanil","normal saline, lidocaine, or ketamine","mean blood pressure","continuous",TRUE,"intervention_mean",77,TRUE,NA,TRUE,"FN"
"275",4210722,"a separate reminder card 4 days before the appointment (IG3); reminder card together with the appointment letter (IG2);","no further reminder (IG1)","use of a reminder card","binary",FALSE,"comparator_events",84,TRUE,NA,TRUE,"FN"
"276",4210722,"a separate reminder card 4 days before the appointment (IG3); reminder card together with the appointment letter (IG2);","no further reminder (IG1)","use of a reminder card","binary",FALSE,"comparator_group_size",104,TRUE,NA,TRUE,"FN"
"277",4210722,"a separate reminder card 4 days before the appointment (IG3); reminder card together with the appointment letter (IG2);","no further reminder (IG1)","use of a reminder card","binary",FALSE,"intervention_events",185,TRUE,NA,TRUE,"FN"
"278",4210722,"a separate reminder card 4 days before the appointment (IG3); reminder card together with the appointment letter (IG2);","no further reminder (IG1)","use of a reminder card","binary",FALSE,"intervention_group_size",209,TRUE,NA,TRUE,"FN"
"279",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Attentional Vigilance","continuous",FALSE,"comparator_mean",41.3,TRUE,33.6,TRUE,"FN"
"280",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Attentional Vigilance","continuous",FALSE,"comparator_standard_deviation",10.1,TRUE,11.5,TRUE,"FN"
"281",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Processing Speed","continuous",FALSE,"comparator_mean",48.2,TRUE,39.5,TRUE,"FN"
"282",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Processing Speed","continuous",FALSE,"comparator_standard_deviation",12.3,TRUE,10.6,TRUE,"FN"
"283",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Reasoning","continuous",FALSE,"comparator_mean",46.5,TRUE,44.5,TRUE,"FN"
"284",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Reasoning","continuous",FALSE,"comparator_standard_deviation",9.8,TRUE,10.7,TRUE,"FN"
"285",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Social Cognition","continuous",FALSE,"comparator_mean",42.8,TRUE,39.3,TRUE,"FN"
"286",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Social Cognition","continuous",FALSE,"comparator_standard_deviation",11.7,TRUE,11.1,TRUE,"FN"
"287",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Social Cognition","continuous",FALSE,"intervention_standard_deviation",11.1,TRUE,10.4,TRUE,"FN"
"288",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Verbal Learning","continuous",FALSE,"comparator_mean",47.3,TRUE,46.2,TRUE,"FN"
"289",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Verbal Learning","continuous",FALSE,"comparator_standard_deviation",10.4,TRUE,9.9,TRUE,"FN"
"290",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Visual Learning","continuous",FALSE,"comparator_mean",46.5,TRUE,42.8,TRUE,"FN"
"291",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Visual Learning","continuous",FALSE,"comparator_standard_deviation",9.8,TRUE,12.8,TRUE,"FN"
"292",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Visual Learning","continuous",FALSE,"intervention_standard_deviation",12.8,TRUE,14,TRUE,"FN"
"293",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Working Memory","continuous",FALSE,"comparator_mean",50.8,TRUE,44.6,TRUE,"FN"
"294",4215531,"facial affect training (FAT) in 20 daily 1-hour sessions","baseline","MCCB performance : Working Memory","continuous",FALSE,"comparator_standard_deviation",12.1,TRUE,10.2,TRUE,"FN"
"295",4230312,"quetiapine 300 mg/day","placebo","improvement of disorder","continuous",TRUE,"comparator_standard_deviation",10.12,TRUE,9.99,TRUE,"FN"
"296",4230312,"quetiapine 600 mg/day","placebo","improvement of disorder","continuous",TRUE,"comparator_standard_deviation",10.12,TRUE,9.99,TRUE,"FN"
"297",4319071,"Individual cognition and self-regulation processes intervention","Control","High-energy snack intake","continuous",FALSE,"comparator_standard_deviation",2.71,TRUE,NA,TRUE,"FN"
"298",4319071,"Individual cognition and self-regulation processes intervention","Control","High-energy snack intake","continuous",FALSE,"intervention_standard_deviation",2.79,TRUE,NA,TRUE,"FN"
"299",4319071,"Intervention + targeting environmental-level factors","Control","Fruit intake","continuous",FALSE,"comparator_standard_deviation",1.67,TRUE,NA,TRUE,"FN"
"300",4319071,"Intervention + targeting environmental-level factors","Control","Fruit intake","continuous",FALSE,"intervention_standard_deviation",1.71,TRUE,NA,TRUE,"FN"
"301",4319071,"Intervention + targeting environmental-level factors","Control","High-energy snack intake","continuous",FALSE,"comparator_standard_deviation",2.71,TRUE,NA,TRUE,"FN"
"302",4319071,"Intervention + targeting environmental-level factors","Control","High-energy snack intake","continuous",FALSE,"intervention_standard_deviation",2.76,TRUE,NA,TRUE,"FN"
"303",4319071,"Intervention + targeting environmental-level factors","Control","Vegetable intake","continuous",FALSE,"comparator_standard_deviation",78.33,TRUE,NA,TRUE,"FN"
"304",4319071,"Intervention + targeting environmental-level factors","Control","Vegetable intake","continuous",FALSE,"intervention_standard_deviation",83.71,TRUE,NA,TRUE,"FN"
"305",4319071,"Intervention + targeting environmental-level factors","Individual cognition and self-regulation processes intervention","Fruit intake","continuous",FALSE,"comparator_standard_deviation",1.71,TRUE,NA,TRUE,"FN"
"306",4319071,"Intervention + targeting environmental-level factors","Individual cognition and self-regulation processes intervention","Fruit intake","continuous",FALSE,"intervention_standard_deviation",1.71,TRUE,NA,TRUE,"FN"
"307",4319071,"Intervention + targeting environmental-level factors","Individual cognition and self-regulation processes intervention","Vegetable intake","continuous",FALSE,"comparator_standard_deviation",81.63,TRUE,NA,TRUE,"FN"
"308",4319071,"Intervention + targeting environmental-level factors","Individual cognition and self-regulation processes intervention","Vegetable intake","continuous",FALSE,"intervention_standard_deviation",83.71,TRUE,NA,TRUE,"FN"
"309",4323894,"Deep-cooling","Mild-cooling","Improvement in Glasgow outcome score at 6 months post-trauma","continuous",FALSE,"comparator_mean",70,TRUE,NA,TRUE,"FN"
"310",4323894,"Deep-cooling","Mild-cooling","Improvement in Glasgow outcome score at 6 months post-trauma","continuous",FALSE,"intervention_mean",63.2,TRUE,NA,TRUE,"FN"
"311",4323894,"Deep-cooling","No cooling","Improvement in Glasgow outcome score at 6 months post-trauma","continuous",FALSE,"comparator_mean",15.4,TRUE,NA,TRUE,"FN"
"312",4323894,"Deep-cooling","No cooling","Improvement in Glasgow outcome score at 6 months post-trauma","continuous",FALSE,"intervention_mean",63.2,TRUE,NA,TRUE,"FN"
"313",4323894,"Mild-cooling","No cooling","Improvement in Glasgow outcome score at 6 months post-trauma","continuous",FALSE,"comparator_mean",15.4,TRUE,NA,TRUE,"FN"
"314",4323894,"Mild-cooling","No cooling","Improvement in Glasgow outcome score at 6 months post-trauma","continuous",FALSE,"intervention_mean",70,TRUE,NA,TRUE,"FN"
"315",4355974,"BostonBreathes system","Control","Days limited activity from asthma","continuous",FALSE,"comparator_mean",-1.8,TRUE,0.2,TRUE,"FN"
"316",4355974,"BostonBreathes system","Control","Days limited activity from asthma","continuous",FALSE,"intervention_mean",-0.2,TRUE,0.4,TRUE,"FN"
"317",4355974,"BostonBreathes system","Control","Days of wheeze","continuous",FALSE,"comparator_mean",-4.2,TRUE,0.9,TRUE,"FN"
"318",4355974,"BostonBreathes system","Control","Days of wheeze","continuous",FALSE,"intervention_mean",-1.4,TRUE,1.5,TRUE,"FN"
"319",4355974,"BostonBreathes system","Control","Days patient had to slow down","continuous",FALSE,"comparator_mean",-0.4,TRUE,0.7,TRUE,"FN"
"320",4355974,"BostonBreathes system","Control","Days patient had to slow down","continuous",FALSE,"intervention_mean",-1.4,TRUE,1.1,TRUE,"FN"
"321",4355974,"BostonBreathes system","Control","School days missed for asthma","continuous",FALSE,"comparator_mean",-0.4,TRUE,0,TRUE,"FN"
"322",4355974,"BostonBreathes system","Control","School days missed for asthma","continuous",FALSE,"intervention_mean",-0.2,TRUE,0,TRUE,"FN"
"323",4357072,"topical pimecrolimus cream 1%","triamcinolone acetonide oral paste 0.1%","reduction in erythematous area","binary",FALSE,"comparator_events",10,TRUE,15,TRUE,"FN"
"324",4357072,"topical pimecrolimus cream 1%","triamcinolone acetonide oral paste 0.1%","reduction in erythematous area","binary",FALSE,"intervention_events",14,TRUE,15,TRUE,"FN"
"325",4411165,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)","Tskin of the head","continuous",TRUE,"comparator_group_size",10,TRUE,NA,TRUE,"FN"
"326",4411165,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)","Tskin of the head","continuous",TRUE,"comparator_mean",33.1,TRUE,NA,TRUE,"FN"
"327",4411165,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)","Tskin of the head","continuous",TRUE,"intervention_group_size",10,TRUE,NA,TRUE,"FN"
"328",4411165,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)","Tskin of the head","continuous",TRUE,"intervention_mean",33.2,TRUE,NA,TRUE,"FN"
"329",4411165,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)","diastolic BP","continuous",TRUE,"comparator_group_size",10,TRUE,NA,TRUE,"FN"
"330",4411165,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)","diastolic BP","continuous",TRUE,"comparator_mean",1.25,TRUE,NA,TRUE,"FN"
"331",4411165,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)","diastolic BP","continuous",TRUE,"intervention_group_size",10,TRUE,NA,TRUE,"FN"
"332",4411165,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)","diastolic BP","continuous",TRUE,"intervention_mean",2.6,TRUE,NA,TRUE,"FN"
"333",4411165,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)","systolic BP","continuous",TRUE,"comparator_group_size",10,TRUE,NA,TRUE,"FN"
"334",4411165,"whole-body to cold (whole-body cryostimulation, WBC)","whole-body except the head (partial-body cryostimulation, PBC)","systolic BP","continuous",TRUE,"comparator_mean",-2.8,TRUE,NA,TRUE,"FN"
