id,evidence_inference_prompt_id,pmcid,outcome,intervention,comparator,outcome_type,intervention_events,intervention_group_size,comparator_events,comparator_group_size,intervention_mean,intervention_standard_deviation,comparator_mean,comparator_standard_deviation,notes,is_data_in_figure_graphics,is_relevant_data_in_table,is_table_in_graphic_format,is_data_complete,tiktoken_with_attributes_xml_token_num,tiktoken_without_attributes_xml_token_num,tiktoken_without_attributes_markdown_token_num,split
120,3102,4450164,ureteropelvic junction obstruction,internal drainage group,stentless cases,binary,8.0,20.0,13.0,44.0,,,,,,False,True,False,True,3862.0,2242.0,1567.0,DEV
121,7938,4486927,"The SVR rates if the patients had IL-28B rs8099917 TT genotype, and GT/GG genotype",peginterferon (Peg-IFN) plus ribavirin (RBV) for 48 weeks,peginterferon (Peg-IFN) plus ribavirin (RBV) for 24 weeks,binary,17.0,23.0,2.0,24.0,,,,,"Even though the outcome says rate, the way that the results are reported in the table makes it easier to calculate as binary outcome.",False,True,False,True,14472.0,7883.0,5770.0,TEST
122,7936,4486927,The early virologic response (EVR),peginterferon (Peg-IFN) plus ribavirin (RBV) for 48 weeks,peginterferon (Peg-IFN) plus ribavirin (RBV) for 24 weeks,binary,86.0,94.0,82.0,93.0,,,,,,False,True,False,True,14472.0,7883.0,5770.0,TEST
123,7936,4486927,the end-of-treatment virologic response,peginterferon (Peg-IFN) plus ribavirin (RBV) for 48 weeks,peginterferon (Peg-IFN) plus ribavirin (RBV) for 24 weeks,binary,83.0,94.0,75.0,93.0,,,,,,False,True,False,True,14472.0,7883.0,5770.0,TEST
124,7937,4486927,The SVR rates when the patients had BMI >30 kg/m2,peginterferon (Peg-IFN) plus ribavirin (RBV) for 48 weeks,peginterferon (Peg-IFN) plus ribavirin (RBV) for 24 weeks,binary,10.0,19.0,6.0,12.0,,,,,"Even though the outcome says rate, the way that the results are reported in the table makes it easier to calculate as binary outcome.",False,True,False,True,14472.0,7883.0,5770.0,TEST
125,4926,4493951,The sedation score recorded in the postanesthesia care unit (PACU) over the 2-h observation period,and H2 (haloperidol 2 mg),H0 (saline),continuous,,50.0,,50.0,4.2,,3.0,,Data is in figure. No SD,True,False,False,False,3932.0,3205.0,2434.0,TEST
126,4926,4493951,The sedation score recorded in the postanesthesia care unit (PACU) over the 2-h observation period,and H2 (haloperidol 2 mg),H1(haloperidol 1 mg),continuous,,50.0,,49.0,4.2,,3.2,,Data is in figure. No SD,True,False,False,False,3932.0,3205.0,2434.0,TEST
127,4924,4493951,the incidence of postoperative nausea and vomiting (PONV),H1(haloperidol 1 mg),H0 (saline),binary,11.0,49.0,21.0,50.0,,,,,Used numbers from Late time (2–24 h),False,True,False,True,3932.0,3205.0,2434.0,TEST
128,4924,4493951,the incidence of postoperative nausea and vomiting (PONV),H2 (haloperidol 2 mg),H0 (saline),binary,10.0,50.0,21.0,50.0,,,,,Used numbers from Late time (2–24 h),False,True,False,True,3932.0,3205.0,2434.0,TEST
129,4927,4493951,The sedation score recorded in the postanesthesia care unit (PACU) over the 2-h observation period,H0 (saline),"H1(haloperidol 1 mg),",continuous,,50.0,,49.0,3.0,,3.2,,Data is in figure. No SD,True,False,False,False,3932.0,3205.0,2434.0,TEST
130,4925,4493951,the incidence of postoperative nausea and vomiting (PONV),H1(haloperidol 1 mg),H2 (haloperidol 2 mg),binary,11.0,49.0,10.0,50.0,,,,,Used numbers from Late time (2–24 h),False,True,False,True,3932.0,3205.0,2434.0,TEST
131,2451,4574984,numbers overall complications,"intervention group, i.e. patient empowerment through information booklet and diary keeping","control group, which received standard care",binary,238.0,326.0,241.0,326.0,,,,,,False,True,False,True,12997.0,7944.0,5795.0,TEST
132,2452,4574984,level of postoperative pain,"intervention group, i.e. patient empowerment through information booklet and diary keeping","control group, which received standard care",binary,234.0,326.0,261.0,326.0,,,,,,False,True,False,True,12997.0,7944.0,5795.0,TEST
133,2453,4574984,overall mortality,"intervention group, i.e. patient empowerment through information booklet and diary keeping","control group, which received standard care",binary,45.0,326.0,58.0,326.0,,,,,Used numbers from 1 year after surgery (final timepoint) to get the full scope since the outcome is OVERALL mortality. This info is found in Figure 6 caption.,False,False,False,True,12997.0,7944.0,5795.0,TEST
134,2449,4574984,Health-Related Quality of Life at 12 month - females,"intervention group, i.e. patient empowerment through information booklet and diary keeping - females","control group, which received standard care - females",continuous,,110.0,,95.0,61.07,30.21,63.27,24.79,Group sizes was inferred using Table of characterisitics. Back calculated SD using CI.,False,False,False,True,12997.0,7944.0,5795.0,TEST
135,2450,4574984,Health-Related Quality of Life at 12 month - males,"intervention group, i.e. patient empowerment through information booklet and diary keeping - males","control group, which received standard care - males",continuous,,216.0,,231.0,72.49,23.66,71.71,27.1,Group sizes was inferred using Table of characterisitics. Back calculated SD using CI.,False,False,False,True,12997.0,7944.0,5795.0,TEST
136,2448,4574984,postoperative in-hospital stay,"intervention group, i.e. patient empowerment through information booklet and diary keeping","control group, which received standard care",continuous,,326.0,,326.0,,,,,Only median and interquartile range is given.,False,False,False,False,12997.0,7944.0,5795.0,TEST
137,1267,4709985,would have liked more information on acupuncture,tertiary education,other educations,binary,,121.0,,89.0,,,,,Specific numbers were not given.,False,False,False,False,3939.0,3288.0,2363.0,TEST
138,3101,4830045,Birth status,Patients in the 3h group,Patients in the 20h group,binary,32.0,74.0,22.0,60.0,,,,,Used numbers for live birth rate.,False,True,False,True,2530.0,2096.0,1505.0,TEST
139,3100,4830045,Embryo quality,Patients in the 3h group,Patients in the 20h group,binary,,74.0,,60.0,,,,,Unclear outcome measures.,False,False,False,False,2530.0,2096.0,1505.0,TEST
140,1275,4880652,SpO2 at 5 minutes,fentanyl (1 µg/kg) and propofol,paracetamol (20 mg/kg) and propofol,continuous,,76.0,,70.0,97.8,,99.0,,Mean in figure 5's graphics.,True,False,True,False,1406.0,1149.0,966.0,TEST
141,1272,4880652,the modified Aldrete scores at 60 minutes,fentanyl (1 µg/kg) and propofol,paracetamol (20 mg/kg) and propofol,continuous,,76.0,,70.0,10.0,0.0,10.0,0.0,Mean and SD are in table that is in graphic form.,False,True,True,True,1406.0,1149.0,966.0,TEST
142,1272,4880652,systolic pressures at 0 minutes,fentanyl (1 µg/kg) and propofol,paracetamol (20 mg/kg) and propofol,continuous,,76.0,,70.0,128.0,,126.0,,Mean in figure 3's graphics.,True,False,True,False,1406.0,1149.0,966.0,TEST
143,1272,4880652,oxygen saturation at 20 minutes,fentanyl (1 µg/kg) and propofol,paracetamol (20 mg/kg) and propofol,continuous,,76.0,,70.0,98.6,,98.8,,Means in figure 5's graphics.,True,False,True,False,1406.0,1149.0,966.0,TEST
144,1272,4880652,diastolic blood pressure at 10 minutes,fentanyl (1 µg/kg) and propofol,paracetamol (20 mg/kg) and propofol,continuous,,76.0,,70.0,67.0,,69.9,,Means in figure 4's graphics.,True,False,True,False,1406.0,1149.0,966.0,TEST
145,1272,4880652,heart rate at 0 minutes,fentanyl (1 µg/kg) and propofol,paracetamol (20 mg/kg) and propofol,continuous,,76.0,,70.0,93.0,,89.8,,Means in figure 2's graphics.,True,False,True,False,1406.0,1149.0,966.0,TEST
146,1272,4880652,visual analogue scores,fentanyl (1 µg/kg) and propofol,paracetamol (20 mg/kg) and propofol,continuous,,76.0,,70.0,3.65,1.92,3.44,1.61,Mean and SD are in table that is in graphic form.,False,True,True,True,1406.0,1149.0,966.0,TEST
147,1273,4880652,systolic blood pressures at 20 minutes,fentanyl (1 µg/kg) and propofol,paracetamol (20 mg/kg) and propofol,continuous,,76.0,,70.0,118.0,,121.0,,Means in figure 3's graphics.,True,False,True,False,1406.0,1149.0,966.0,TEST
148,1274,4880652,Diastolic blood pressures at 5 minutes,fentanyl (1 µg/kg) and propofol,paracetamol (20 mg/kg) and propofol,continuous,,76.0,,70.0,64.5,,69.0,,Mean in figure 4's graphics.,True,False,True,False,1406.0,1149.0,966.0,TEST
149,11146,4996097,"""a"" vowel improvement",Septoplasty,Control,continuous,,33.0,,30.0,138.0,,154.0,,Used F0 (Hz) values. SD is not given.,False,True,False,False,9291.0,4535.0,2976.0,TEST
150,11145,4996097,Total nasal resistance,Septoplasty,Control,continuous,,33.0,,30.0,0.25,,0.27,,Used preoperative values. SD is not given.,False,True,False,False,9291.0,4535.0,2976.0,TEST
151,11147,4996097,"""n"" consonant improvement",Septoplasty,Control,continuous,,33.0,,30.0,11897.0,,13229.0,,Used F0 (Hz) values. SD is not given.,False,True,False,False,9291.0,4535.0,2976.0,TEST
152,13479,5055753,The percentages of patients in the calm,0.2 mg oral clonidine,2 mg oral midazolam,binary,14.0,40.0,7.0,40.0,,,,,"Even though the outcome says percentage, the way that the results are reported in the table makes it easier to calculate as binary outcome. This is also the during surgery measurement, there is another timepoint.",False,False,False,True,3292.0,2470.0,2114.0,TEST
153,13479,5055753,The percentages of patients in the sedated scale,0.2 mg oral clonidine,2 mg oral midazolam,binary,17.0,40.0,7.0,40.0,,,,,"Even though the outcome says percentage, the way that the results are reported in the table makes it easier to calculate as binary outcome. This is also the during surgery measurement, there is another timepoint.",False,False,False,True,3292.0,2470.0,2114.0,TEST
154,13480,5055753,the percentages of patients in the agitated sedation scale,0.2 mg oral clonidine,2 mg oral midazolam,binary,,40.0,,40.0,,,,,,True,False,False,False,3292.0,2470.0,2114.0,TEST
155,13480,5055753,the percentages of patients in the heavily sedated,0.2 mg oral clonidine,2 mg oral midazolam,binary,,40.0,,40.0,,,,,,True,False,False,False,3292.0,2470.0,2114.0,TEST
156,13481,5055753,The mean ¬± SD of intraoperatively administered fentany,0.2 mg oral clonidine,2 mg oral midazolam,continuous,,40.0,,40.0,105.0,30.8,165.0,34.5,,False,False,False,True,3292.0,2470.0,2114.0,TEST
157,13482,5055753,Mean ± SD of heart rate at 60 min,0.2 mg oral clonidine,2 mg oral midazolam,continuous,,40.0,,40.0,75.0,,87.0,,Info in figure graphics. No SD,True,False,False,False,3292.0,2470.0,2114.0,TEST
158,7710,5056957,Weight reduction at 12 months,Multi-component physical activity,Usual PE and sport programmes,continuous,,592.0,,459.0,55.91,15.64,56.48,14.76,Back calculated the SD values from CI,False,True,False,True,11185.0,6045.0,4394.0,TEST
159,7710,5056957,BMI reduction at 12 months,Multi-component physical activity,Usual PE and sport programmes,continuous,,592.0,,459.0,21.07,6.39,21.27,5.9,Back calculated the SD values from CI,False,True,False,True,11185.0,6045.0,4394.0,TEST
160,7711,5056957,BMI z-score at 12months,Multi-component physical activity,Usual PE and sport programmes,continuous,,592.0,,459.0,0.61,1.8,0.66,1.69,Back calculated the SD values from CI,False,True,False,True,11185.0,6045.0,4394.0,TEST
161,7712,5056957,Weight reduction at 24 months,Multi-component physical activity,Usual PE and sport programmes,continuous,,560.0,,425.0,61.08,15.15,61.94,14.25,Back calculated the SD values from CI,False,True,False,True,11185.0,6045.0,4394.0,TEST
162,7712,5056957,BMI reduction at 24 months,Multi-component physical activity,Usual PE and sport programmes,continuous,,560.0,,425.0,21.86,6.22,22.06,5.68,Back calculated the SD values from CI,False,True,False,True,11185.0,6045.0,4394.0,TEST
163,7713,5056957,BMI z-score at 24 months,Multi-component physical activity,Usual PE and sport programmes,continuous,,560.0,,425.0,0.69,1.81,0.71,1.63,Back calculated the SD values from CI,False,True,False,True,11185.0,6045.0,4394.0,TEST
164,617,5062234,The visual analog scale scores at rest timepoint 24 h,Transversus abdominis plane block with 0.375% ropivacaine,local anesthetic infiltration of the port site.,continuous,,21.0,,21.0,,,,,Data found in table in graphic format. Only medians reported,False,True,True,False,1345.0,1148.0,971.0,TEST
165,617,5062234,The visual analog scale score on coughing timepoint 24. h,Transversus abdominis plane block with 0.375% ropivacaine,local anesthetic infiltration of the port site.,continuous,,21.0,,21.0,,,,,Data found in table in graphic format. Only medians reported,False,True,True,False,1345.0,1148.0,971.0,TEST
166,615,5062234,The 24 h morphine requirement,Transversus abdominis plane block with 0.375% ropivacaine,local anesthetic infiltration of the port site.,continuous,,21.0,,21.0,34.57,14.64,32.76,14.34,,False,False,True,True,1345.0,1148.0,971.0,TEST
167,616,5062234,intraoperative supplemental fentanyl,Transversus abdominis plane block with 0.375% ropivacaine,local anesthetic infiltration of the port site.,binary,8.0,21.0,16.0,21.0,,,,,,False,False,True,True,1345.0,1148.0,971.0,TEST
168,2797,5079604,Disposition index (DI),subjects who remained in remission,patients with hyperglycemia relapse without significant changes in insulin sensitivity (Si),continuous,,28.0,,20.0,1.8,,0.6,,Data is in figure.,True,False,False,False,12690.0,6902.0,4923.0,TEST
169,2797,5079604,incremental area under the curve for insulin (AUCi),subjects who remained in remission,patients with hyperglycemia relapse without significant changes in insulin sensitivity (Si),continuous,,28.0,,20.0,7900.0,,2900.0,,Data is in figure.,True,False,False,False,12690.0,6902.0,4923.0,TEST
170,2792,5079604,hyperglycemia relapse-free survival,"metformin 1,000 mg daily",sitagliptin 100 mg daily,continuous,,17.0,,16.0,65.0,,58.0,,Data is in figure.,True,False,False,False,12690.0,6902.0,4923.0,TEST
171,2795,5079604,Cox proportional hazards of failure-free survival,"metformin 1,000 mg daily",sitagliptin 100 mg daily,continuous,,17.0,,16.0,,,,,Data is in figure. Does not fit format,True,False,False,False,12690.0,6902.0,4923.0,TEST
172,2793,5079604,The restricted mean time to hyperglycemia relapse,"metformin 1,000 mg daily, sitagliptin 100 mg daily",placebo,continuous,,33.0,,15.0,480.0,,305.0,,SD is not given.,False,False,False,False,12690.0,6902.0,4923.0,TEST
173,2790,5079604,Hyperglycemia relapse-free survival,"metformin 1,000 mg daily, sitagliptin 100 mg daily",placebo,continuous,,33.0,,15.0,65.0,,21.0,,Data is in figure.,True,False,False,False,12690.0,6902.0,4923.0,TEST
174,2791,5079604,The 2-year failure rate,"metformin 1,000 mg daily, sitagliptin 100 mg daily",placebo,binary,13.0,33.0,12.0,15.0,,,,,Used percentage to calculate events as binary outcome.,True,True,False,True,12690.0,6902.0,4923.0,TEST
175,2796,5079604,The probability of relapse,"metformin 1,000 mg daily, sitagliptin 100 mg daily",placebo,binary,9.0,33.0,11.0,15.0,,,,,Used percentage to calculate events as binary outcome.,False,False,False,True,12690.0,6902.0,4923.0,TEST
176,10752,5086025,Intuitive eating total score,Intuitive Eating and Acceptance and Commitment Therapy,Control,continuous,,26.0,,26.0,3.45,0.55,2.54,0.58,Actually comparing preintervention and postintervention,False,True,False,True,29049.0,17627.0,13068.0,TEST
177,10753,5086025,Psychological flexibility,Intuitive Eating and Acceptance and Commitment Therapy,Control,continuous,,26.0,,26.0,18.23,8.14,22.46,8.67,Actually psychological inflexibility in the article,False,True,False,True,29049.0,17627.0,13068.0,TEST
178,10754,5086025,General mental health,Intuitive Eating and Acceptance and Commitment Therapy,Control,continuous,,26.0,,26.0,50.24,7.41,45.63,6.31,,False,True,False,True,29049.0,17627.0,13068.0,TEST
179,10755,5086025,Binge eating,Intuitive Eating and Acceptance and Commitment Therapy,Control,binary,7.0,26.0,14.0,26.0,,,,,,False,False,False,True,29049.0,17627.0,13068.0,TEST
180,10756,5086025,BMI,Intuitive Eating and Acceptance and Commitment Therapy,Control,continuous,,26.0,,26.0,32.81,5.31,32.93,4.85,,False,True,False,True,29049.0,17627.0,13068.0,TEST
181,10757,5086025,General physical health,Intuitive Eating and Acceptance and Commitment Therapy,Control,continuous,,26.0,,26.0,50.87,11.02,50.46,7.83,,False,True,False,True,29049.0,17627.0,13068.0,TEST
182,4339,5122613,Left SCTT,Digestion-resistant maltodextrin,Placebo,continuous,,29.0,,28.0,10.2,8.6,12.1,9.5,Had to do some simple math to get accurate group size.,False,True,False,True,6184.0,3742.0,2832.0,TEST
183,4340,5122613,Adverse events,Digestion-resistant maltodextrin,Placebo,binary,0.0,33.0,0.0,33.0,,,,,Based on abstract.,False,False,False,True,6184.0,3742.0,2832.0,TEST
184,4341,5122613,Baseline characteristics and diet,Digestion-resistant maltodextrin,Placebo,continuous,,33.0,,33.0,10.0,4.6,11.5,4.6,Mean daily fiber intake,False,False,False,True,6184.0,3742.0,2832.0,TEST
185,4337,5122613,Improvement in faeces consistency,Digestion-resistant maltodextrin,Placebo,continuous,,33.0,,33.0,3.4,1.0,3.2,0.5,,False,True,False,True,6184.0,3742.0,2832.0,TEST
186,4338,5122613,Colonic transit time,Digestion-resistant maltodextrin,Placebo,continuous,,29.0,,28.0,39.7,22.3,48.0,25.0,,False,True,False,True,6184.0,3742.0,2832.0,TEST
187,13818,5244530,depression severity reduction 12 months,person-centred general practitioners (GP) consultations,treatment as usual (TAU),continuous,,125.0,,133.0,,,,,In figure medians,True,False,False,False,6216.0,5516.0,4050.0,FEW-SHOT
188,13818,5244530,remission rate,person-centred general practitioners (GP) consultations,treatment as usual (TAU),continuous,,125.0,,133.0,,,,,No continuous data for outcome,False,False,False,False,6216.0,5516.0,4050.0,FEW-SHOT
189,13818,5244530,change in quality of life 12 months,person-centred general practitioners (GP) consultations,treatment as usual (TAU),continuous,,125.0,,133.0,,,,,In figure medians,True,False,False,False,6216.0,5516.0,4050.0,FEW-SHOT
190,13818,5244530,psychological well-being,person-centred general practitioners (GP) consultations,treatment as usual (TAU),continuous,,125.0,,133.0,,,,,In figure medians,True,False,False,False,6216.0,5516.0,4050.0,FEW-SHOT
191,13818,5244530,sedative prescriptions,person-centred general practitioners (GP) consultations,treatment as usual (TAU),binary,52.0,125.0,51.0,133.0,,,,,Data from 12 months follow up (final timepoint),False,True,False,True,6216.0,5516.0,4050.0,FEW-SHOT
192,13818,5244530,sick leave,person-centred general practitioners (GP) consultations,treatment as usual (TAU),binary,49.0,125.0,64.0,133.0,,,,,,False,True,False,True,6216.0,5516.0,4050.0,FEW-SHOT
193,13819,5244530,continued antidepressants until the 6-month,person-centred general practitioners (GP) consultations,treatment as usual (TAU),binary,86.0,125.0,78.0,133.0,,,,,,False,True,False,True,6216.0,5516.0,4050.0,FEW-SHOT
194,2094,5360580,Plasma PlsPE,1 mg/day of Pls purified from scallop,placebo,continuous,,138.0,,131.0,-0.59,1.11,-0.63,1.08,Data is from after 28 weeks (final timepoint). Back calculated the SD values using CI values.,False,True,False,True,11096.0,9099.0,6033.0,TEST
195,2095,5360580,occurrence of adverse events,1 mg/day of Pls purified from scallop,placebo,binary,39.0,169.0,35.0,167.0,,,,,,False,True,False,True,11096.0,9099.0,6033.0,TEST
196,2096,5360580,"WMS-R (30 min) In the patients aged 77 years or younger,",1 mg/day of Pls purified from scallop,placebo,continuous,,19.0,,21.0,1.84,3.87,0.0,0.96,Data is from 24 weeks (final timepoint). Back calculated the SD values using CI values.,False,True,False,True,11096.0,9099.0,6033.0,TEST
197,2097,5360580,WMS-R (0 min),1 mg/day of Pls purified from scallop,placebo,continuous,,24.0,,24.0,1.29,3.14,1.08,1.55,Data is from 28 weeks (final timepoint). Back calculated the SD values using CI values.,False,True,False,True,11096.0,9099.0,6033.0,TEST
198,7734,5380284,Pain scores 48 hours after the surgery,Gum-chewing group,No gum group,continuous,,38.0,,37.0,,,,,Not a continuous outcome,False,True,True,False,1731.0,1429.0,1251.0,TEST
199,7735,5380284,Surgery duration,Gum-chewing group,No gum group,continuous,,38.0,,37.0,,,,,Data is unavailable.,False,False,True,False,1731.0,1429.0,1251.0,TEST
200,7736,5380284,Rates of POI,Gum-chewing group,No gum group,binary,21.0,38.0,21.0,37.0,,,,,,False,True,True,True,1731.0,1429.0,1251.0,TEST
201,7737,5380284,Consumption of fentanyl,Gum-chewing group,No gum group,continuous,,38.0,,37.0,1.01,0.29,1.0,0.37,,False,True,True,True,1731.0,1429.0,1251.0,TEST
202,7738,5380284,Pain scores 24 hours and 72 hours after the surgery,Gum-chewing group,No gum group,continuous,,38.0,,37.0,,,,,Not a continuous outcome,False,True,True,False,1731.0,1429.0,1251.0,TEST
203,5498,5380326,Interferon gamma-induced protein 10,Vitamin D supplementation,Control,continuous,,40.0,,40.0,636.47,448.47,748.88,551.0,,False,True,False,True,10658.0,5810.0,4260.0,TEST
204,5496,5380326,Vitamin D levels,Vitamin D supplementation,Control,continuous,,40.0,,40.0,45.93,15.37,21.87,5.31,,False,True,False,True,10658.0,5810.0,4260.0,TEST
205,5497,5380326,Th1/Th2 cytokines,Vitamin D supplementation,Control,continuous,,40.0,,40.0,,,,,Unclear outcome numerical values in the RCT. Cannot clearly identify the actual metric or measure for the given outcome.,False,False,False,False,10658.0,5810.0,4260.0,TEST
206,5500,5380326,Interleukin 2,Vitamin D supplementation,Control,continuous,,40.0,,40.0,4.49,13.34,28.69,103.03,,False,True,False,True,10658.0,5810.0,4260.0,TEST
207,5499,5380326,Dipeptidyl peptidase-4,Vitamin D supplementation,Control,continuous,,40.0,,40.0,,1359.15,6408.33,1822.17,Table and text has conflicting numbers. Values are from Table.,False,False,False,True,10658.0,5810.0,4260.0,TEST
208,5501,5380326,Tumor necrosis factor alpha,Vitamin D supplementation,Control,continuous,,40.0,,40.0,752.94,1890.16,548.33,1210.9,,False,True,False,True,10658.0,5810.0,4260.0,TEST
209,2913,5459456,inflexion-extension for the C2-C6 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,8.0,,8.0,6.3,1.1,6.5,0.9,,False,True,False,True,13404.0,7477.0,5693.0,TEST
210,2913,5459456,inflexion-extension for the C2-C4 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,8.0,,8.0,4.0,0.3,4.0,0.6,,False,True,False,True,13404.0,7477.0,5693.0,TEST
211,2913,5459456,inflexion-extension for the C4-C5 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,8.0,,8.0,1.4,0.3,1.3,0.2,,False,True,False,True,13404.0,7477.0,5693.0,TEST
212,2913,5459456,inflexion-extension for the C5-C6 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,8.0,,8.0,1.4,0.1,1.4,0.2,,False,True,False,True,13404.0,7477.0,5693.0,TEST
213,2913,5459456,lateral bending for the C2-C6 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,8.0,,8.0,9.2,0.9,9.6,1.1,,False,True,False,True,13404.0,7477.0,5693.0,TEST
214,2913,5459456,lateral bending for the C2-C4 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,8.0,,8.0,5.8,0.5,5.9,0.7,,False,True,False,True,13404.0,7477.0,5693.0,TEST
215,2913,5459456,lateral bending for the C4-C5 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,8.0,,8.0,2.0,0.4,1.8,0.2,,False,True,False,True,13404.0,7477.0,5693.0,TEST
216,2913,5459456,lateral bending for the C5-C6 segments,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,control,continuous,,8.0,,8.0,2.2,0.4,2.0,0.3,,False,True,False,True,13404.0,7477.0,5693.0,TEST
217,2915,5459456,new bone formation around the screws and bone-implant contact (BIC) in both sections,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating,ACVC,continuous,,8.0,,8.0,,,,,,True,False,False,False,13404.0,7477.0,5693.0,TEST
218,2912,5459456,surgery time,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,anterior cervical corpectomy and fusion (ACCF),continuous,,8.0,,8.0,67.0,16.0,65.0,13.0,,False,True,False,True,13404.0,7477.0,5693.0,TEST
219,2912,5459456,blood loss,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,anterior cervical corpectomy and fusion (ACCF),continuous,,8.0,,8.0,56.0,19.0,51.0,20.0,,False,True,False,True,13404.0,7477.0,5693.0,TEST
220,2912,5459456,recovery time,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,anterior cervical corpectomy and fusion (ACCF),continuous,,8.0,,8.0,4.1,2.0,3.5,1.4,,False,True,False,True,13404.0,7477.0,5693.0,TEST
221,2912,5459456,time before eating,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,anterior cervical corpectomy and fusion (ACCF),continuous,,8.0,,8.0,4.5,2.2,3.9,2.3,,False,True,False,True,13404.0,7477.0,5693.0,TEST
222,2914,5459456,Flexion-Extension stiffness of C2-4,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,anterior cervical corpectomy and fusion (ACCF),continuous,,8.0,,8.0,0.34,0.12,7.47,1.45,"Data is from after fatigue test. Original outcome was just ""The stiffness"".",False,True,False,True,13404.0,7477.0,5693.0,TEST
223,2914,5459456,Lateral bending stiffness of C2-4,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,anterior cervical corpectomy and fusion (ACCF),continuous,,8.0,,8.0,0.05,0.02,2.67,0.68,"Data is from after fatigue test. Original outcome was just ""The stiffness"".",False,True,False,True,13404.0,7477.0,5693.0,TEST
224,2914,5459456,Rotation stiffness of C2-4,ACVC-HA - artificial cervical vertebra and intervertebral complex (ACVC) with an HA biocoating or ACVC,anterior cervical corpectomy and fusion (ACCF),continuous,,8.0,,8.0,0.02,0.0,1.62,0.47,"Data is from after fatigue test. Original outcome was just ""The stiffness"".",False,True,False,True,13404.0,7477.0,5693.0,TEST
225,3486,5498715,Scores of external regulation,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,35.0,,35.0,0.3,0.79,0.38,0.98,,False,True,False,True,11299.0,5431.0,3973.0,DEV
226,3486,5498715,Scores of amotivation,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,35.0,,35.0,0.33,1.06,0.7,1.24,,False,True,False,True,11299.0,5431.0,3973.0,DEV
227,3487,5498715,Body mass index,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,35.0,,35.0,25.78,3.3,26.53,3.53,,False,True,False,True,11299.0,5431.0,3973.0,DEV
228,3484,5498715,Sedentary behavior,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,35.0,,35.0,5.28,2.34,5.75,2.34,,False,True,False,True,11299.0,5431.0,3973.0,DEV
229,3484,5498715,agility test,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,35.0,,35.0,13.21,1.44,13.8,1.14,Data from followup.,False,True,False,True,11299.0,5431.0,3973.0,DEV
230,3483,5498715,Physical activity,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,35.0,,35.0,487.33,111.47,453.57,60.87,,False,True,False,True,11299.0,5431.0,3973.0,DEV
231,3483,5498715,physical fitness - flexibility,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,35.0,,35.0,35.53,5.87,26.83,5.47,"Original outcome was ""physical fitness""",False,True,False,True,11299.0,5431.0,3973.0,DEV
232,3483,5498715,physical fitness - muscular endurance,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,35.0,,35.0,17.83,2.7,12.48,2.9,"Original outcome was ""physical fitness""",False,True,False,True,11299.0,5431.0,3973.0,DEV
233,3483,5498715,physical fitness - agility,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,35.0,,35.0,13.21,1.44,13.8,1.14,"Original outcome was ""physical fitness""",False,True,False,True,11299.0,5431.0,3973.0,DEV
234,3483,5498715,physical fitness - cardiorespiratory endurance,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,35.0,,35.0,39.1,2.76,37.99,2.14,"Original outcome was ""physical fitness""",False,True,False,True,11299.0,5431.0,3973.0,DEV
235,3485,5498715,Scores of intrinsic motivation,Motivational interviewing through self-determination theory sessions,Standard education session,continuous,,35.0,,35.0,10.8,2.0,4.9,1.88,,False,True,False,True,11299.0,5431.0,3973.0,DEV
